propertyType,transactionType,furnished,address,rooms,bathrooms,surfaceArea,amenities,customAmenities,title,description,price (€)
studio,renting,furnished,"Calea Șerban Vodă 112, Sector 4, București",1,1,34.3,"['pool', 'air-conditioning', 'gym', 'parking', 'pet-friendly']",[],"Studio in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located studio in Calea Șerban Vodă 112, Sector 4, București.",269.37
house,renting,furnished,"Șoseaua Colentina 85, Sector 2, București",4,2,139.9,"['garden', 'heating', 'elevator', 'wifi', 'gym', 'pool']",[],"House in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located house in Șoseaua Colentina 85, Sector 2, București.",1375.36
house,renting,partially-furnished,"Strada Rahova 89, Sector 5, București",6,2,254.8,"['dishwasher-washing', 'elevator']",[],"House in Strada Rahova 89, Sector 5, București","Spacious and well-located house in Strada Rahova 89, Sector 5, București.",1908.9
house,renting,furnished,"Strada Matei Basarab 50, Sector 3, București",6,2,196.4,"['garden', 'wifi', 'elevator', 'air-conditioning']",[],"House in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located house in Strada Matei Basarab 50, Sector 3, București.",1519.04
loft,renting,unfurnished,"Calea Șerban Vodă 112, Sector 4, București",3,2,100.6,"['wifi', 'garden', 'balcony']",[],"Loft in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located loft in Calea Șerban Vodă 112, Sector 4, București.",814.73
studio,renting,partially-furnished,"Strada Rahova 89, Sector 5, București",1,1,31.4,"['parking', 'dishwasher-washing', 'garden', 'air-conditioning']",[],"Studio in Strada Rahova 89, Sector 5, București","Spacious and well-located studio in Strada Rahova 89, Sector 5, București.",204.83
studio,renting,furnished,"Strada Matei Basarab 50, Sector 3, București",1,1,32.9,"['heating', 'gym']",[],"Studio in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located studio in Strada Matei Basarab 50, Sector 3, București.",281.47
apartment,renting,furnished,"Calea Șerban Vodă 112, Sector 4, București",3,1,69.9,"['wifi', 'parking', 'elevator', 'air-conditioning', 'garden', 'pet-friendly']",[],"Apartment in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located apartment in Calea Șerban Vodă 112, Sector 4, București.",570.14
house,renting,partially-furnished,"Strada Lujerului 33, Sector 6, București",5,3,214.3,"['elevator', 'wifi', 'heating', 'gym', 'air-conditioning', 'dishwasher-washing']",[],"House in Strada Lujerului 33, Sector 6, București","Spacious and well-located house in Strada Lujerului 33, Sector 6, București.",1698.22
penthouse,renting,partially-furnished,"Strada Aviației 10, Sector 1, București",5,2,198.2,"['balcony', 'elevator', 'pool', 'pet-friendly', 'gym']",[],"Penthouse in Strada Aviației 10, Sector 1, București","Spacious and well-located penthouse in Strada Aviației 10, Sector 1, București.",2030.57
apartment,renting,partially-furnished,"Calea Șerban Vodă 112, Sector 4, București",3,1,90.1,"['elevator', 'garden', 'parking', 'pet-friendly', 'pool']",[],"Apartment in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located apartment in Calea Șerban Vodă 112, Sector 4, București.",633.3
loft,renting,partially-furnished,"Bulevardul Decebal 23, Sector 3, București",3,2,111.5,"['pool', 'pet-friendly', 'elevator', 'wifi', 'dishwasher-washing', 'heating']",[],"Loft in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located loft in Bulevardul Decebal 23, Sector 3, București.",889.86
house,renting,partially-furnished,"Strada Aviației 10, Sector 1, București",4,3,171.5,"['wifi', 'pool', 'air-conditioning']",[],"House in Strada Aviației 10, Sector 1, București","Spacious and well-located house in Strada Aviației 10, Sector 1, București.",2023.83
studio,renting,furnished,"Strada Rahova 89, Sector 5, București",1,1,37.5,"['parking', 'garden', 'heating', 'pet-friendly', 'gym', 'wifi']",[],"Studio in Strada Rahova 89, Sector 5, București","Spacious and well-located studio in Strada Rahova 89, Sector 5, București.",266.15
apartment,renting,unfurnished,"Strada Băneasa 12, Sector 1, București",4,2,120.3,"['dishwasher-washing', 'heating', 'gym']",[],"Apartment in Strada Băneasa 12, Sector 1, București","Spacious and well-located apartment in Strada Băneasa 12, Sector 1, București.",1351.63
penthouse,renting,unfurnished,"Strada Matei Basarab 50, Sector 3, București",3,2,136.7,"['air-conditioning', 'garden', 'dishwasher-washing', 'wifi', 'gym']",[],"Penthouse in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located penthouse in Strada Matei Basarab 50, Sector 3, București.",1150.19
studio,renting,unfurnished,"Calea Moșilor 155, Sector 2, București",1,1,31.3,"['pet-friendly', 'heating', 'air-conditioning', 'garden']",[],"Studio in Calea Moșilor 155, Sector 2, București","Spacious and well-located studio in Calea Moșilor 155, Sector 2, București.",273.26
loft,renting,partially-furnished,"Șoseaua Colentina 85, Sector 2, București",2,1,68.7,"['dishwasher-washing', 'garden']",[],"Loft in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located loft in Șoseaua Colentina 85, Sector 2, București.",633.63
house,renting,partially-furnished,"Șoseaua Colentina 85, Sector 2, București",5,4,192.2,"['dishwasher-washing', 'parking']",[],"House in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located house in Șoseaua Colentina 85, Sector 2, București.",1658.21
house,renting,partially-furnished,"Bulevardul Decebal 23, Sector 3, București",4,2,153.1,"['balcony', 'garden', 'gym', 'pet-friendly']",[],"House in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located house in Bulevardul Decebal 23, Sector 3, București.",1110.19
penthouse,renting,partially-furnished,"Strada Băneasa 12, Sector 1, București",5,2,187.0,"['heating', 'elevator', 'garden', 'air-conditioning']",[],"Penthouse in Strada Băneasa 12, Sector 1, București","Spacious and well-located penthouse in Strada Băneasa 12, Sector 1, București.",1902.41
apartment,renting,unfurnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",3,1,98.7,"['dishwasher-washing', 'heating', 'air-conditioning']",[],"Apartment in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located apartment in Bulevardul Iuliu Maniu 202, Sector 6, București.",872.36
studio,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",1,1,38.0,"['pet-friendly', 'garden', 'air-conditioning', 'parking', 'pool']",[],"Studio in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located studio in Șoseaua Colentina 85, Sector 2, București.",326.56
studio,renting,furnished,"Strada Matei Basarab 50, Sector 3, București",1,1,34.2,"['gym', 'parking', 'wifi', 'pet-friendly', 'pool', 'air-conditioning']",[],"Studio in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located studio in Strada Matei Basarab 50, Sector 3, București.",258.17
loft,renting,unfurnished,"Strada Aviației 10, Sector 1, București",3,1,109.4,"['gym', 'wifi', 'pool', 'parking', 'balcony', 'dishwasher-washing']",[],"Loft in Strada Aviației 10, Sector 1, București","Spacious and well-located loft in Strada Aviației 10, Sector 1, București.",1281.91
apartment,renting,unfurnished,"Strada Lujerului 33, Sector 6, București",2,2,69.4,"['wifi', 'garden']",[],"Apartment in Strada Lujerului 33, Sector 6, București","Spacious and well-located apartment in Strada Lujerului 33, Sector 6, București.",555.49
studio,renting,unfurnished,"Strada Lujerului 33, Sector 6, București",1,1,42.9,"['garden', 'pet-friendly', 'air-conditioning', 'wifi', 'parking']",[],"Studio in Strada Lujerului 33, Sector 6, București","Spacious and well-located studio in Strada Lujerului 33, Sector 6, București.",391.98
penthouse,renting,partially-furnished,"Strada Progresului 60, Sector 5, București",3,2,101.1,"['gym', 'heating']",[],"Penthouse in Strada Progresului 60, Sector 5, București","Spacious and well-located penthouse in Strada Progresului 60, Sector 5, București.",730.41
studio,renting,furnished,"Strada Băneasa 12, Sector 1, București",1,1,34.5,"['gym', 'parking', 'air-conditioning', 'dishwasher-washing', 'pool', 'pet-friendly']",[],"Studio in Strada Băneasa 12, Sector 1, București","Spacious and well-located studio in Strada Băneasa 12, Sector 1, București.",395.99
penthouse,renting,furnished,"Strada Progresului 60, Sector 5, București",3,3,138.6,"['gym', 'garden', 'dishwasher-washing', 'air-conditioning', 'balcony', 'pool']",[],"Penthouse in Strada Progresului 60, Sector 5, București","Spacious and well-located penthouse in Strada Progresului 60, Sector 5, București.",1063.34
loft,renting,unfurnished,"Strada Băneasa 12, Sector 1, București",3,1,127.0,"['balcony', 'heating', 'dishwasher-washing', 'wifi']",[],"Loft in Strada Băneasa 12, Sector 1, București","Spacious and well-located loft in Strada Băneasa 12, Sector 1, București.",1502.58
studio,renting,unfurnished,"Șoseaua Colentina 85, Sector 2, București",1,1,36.7,"['wifi', 'pet-friendly', 'parking', 'dishwasher-washing', 'elevator']",[],"Studio in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located studio in Șoseaua Colentina 85, Sector 2, București.",324.33
penthouse,renting,unfurnished,"Strada Lujerului 33, Sector 6, București",5,3,212.6,"['pool', 'balcony', 'parking', 'garden', 'heating', 'dishwasher-washing']",[],"Penthouse in Strada Lujerului 33, Sector 6, București","Spacious and well-located penthouse in Strada Lujerului 33, Sector 6, București.",1633.29
house,renting,furnished,"Strada Aviației 10, Sector 1, București",4,3,109.6,"['pet-friendly', 'parking', 'balcony', 'pool', 'heating', 'garden']",[],"House in Strada Aviației 10, Sector 1, București","Spacious and well-located house in Strada Aviației 10, Sector 1, București.",1204.8
studio,renting,furnished,"Calea Șerban Vodă 112, Sector 4, București",1,1,37.0,"['parking', 'garden', 'air-conditioning', 'gym', 'elevator', 'wifi']",[],"Studio in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located studio in Calea Șerban Vodă 112, Sector 4, București.",254.62
house,renting,partially-furnished,"Strada Băneasa 12, Sector 1, București",5,3,196.1,"['pool', 'heating', 'air-conditioning', 'parking', 'pet-friendly']",[],"House in Strada Băneasa 12, Sector 1, București","Spacious and well-located house in Strada Băneasa 12, Sector 1, București.",2139.55
studio,renting,furnished,"Strada Lujerului 33, Sector 6, București",1,1,38.7,"['balcony', 'pool']",[],"Studio in Strada Lujerului 33, Sector 6, București","Spacious and well-located studio in Strada Lujerului 33, Sector 6, București.",314.52
studio,renting,unfurnished,"Strada Matei Basarab 50, Sector 3, București",1,1,43.3,"['garden', 'wifi', 'pet-friendly']",[],"Studio in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located studio in Strada Matei Basarab 50, Sector 3, București.",337.18
house,renting,partially-furnished,"Bulevardul Decebal 23, Sector 3, București",6,3,240.4,"['wifi', 'pool']",[],"House in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located house in Bulevardul Decebal 23, Sector 3, București.",1855.45
studio,renting,unfurnished,"Strada Rahova 89, Sector 5, București",1,1,34.9,"['pool', 'pet-friendly', 'heating', 'garden']",[],"Studio in Strada Rahova 89, Sector 5, București","Spacious and well-located studio in Strada Rahova 89, Sector 5, București.",252.5
apartment,renting,furnished,"Strada Matei Basarab 50, Sector 3, București",3,1,84.6,"['heating', 'air-conditioning', 'dishwasher-washing']",[],"Apartment in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located apartment in Strada Matei Basarab 50, Sector 3, București.",684.25
studio,renting,unfurnished,"Strada Turnu Măgurele 145, Sector 4, București",1,1,24.3,"['elevator', 'pool', 'gym', 'parking', 'heating', 'air-conditioning']",[],"Studio in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located studio in Strada Turnu Măgurele 145, Sector 4, București.",193.25
house,renting,partially-furnished,"Șoseaua Colentina 85, Sector 2, București",6,3,230.7,"['garden', 'balcony', 'pet-friendly', 'wifi', 'pool']",[],"House in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located house in Șoseaua Colentina 85, Sector 2, București.",1922.69
studio,renting,unfurnished,"Strada Aviației 10, Sector 1, București",1,1,28.4,"['elevator', 'pool', 'dishwasher-washing', 'heating', 'parking', 'pet-friendly']",[],"Studio in Strada Aviației 10, Sector 1, București","Spacious and well-located studio in Strada Aviației 10, Sector 1, București.",285.89
penthouse,renting,partially-furnished,"Strada Progresului 60, Sector 5, București",3,2,101.5,"['gym', 'heating']",[],"Penthouse in Strada Progresului 60, Sector 5, București","Spacious and well-located penthouse in Strada Progresului 60, Sector 5, București.",647.95
house,renting,furnished,"Strada Progresului 60, Sector 5, București",6,3,248.3,"['gym', 'air-conditioning', 'wifi']",[],"House in Strada Progresului 60, Sector 5, București","Spacious and well-located house in Strada Progresului 60, Sector 5, București.",1876.14
studio,renting,furnished,"Calea Șerban Vodă 112, Sector 4, București",1,1,29.5,"['elevator', 'balcony', 'pet-friendly', 'dishwasher-washing', 'gym']",[],"Studio in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located studio in Calea Șerban Vodă 112, Sector 4, București.",201.49
house,renting,furnished,"Strada Băneasa 12, Sector 1, București",5,4,202.1,"['parking', 'dishwasher-washing', 'balcony', 'pet-friendly']",[],"House in Strada Băneasa 12, Sector 1, București","Spacious and well-located house in Strada Băneasa 12, Sector 1, București.",2054.08
house,renting,unfurnished,"Bulevardul Decebal 23, Sector 3, București",5,4,240.9,"['dishwasher-washing', 'pool', 'elevator', 'parking', 'garden']",[],"House in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located house in Bulevardul Decebal 23, Sector 3, București.",1981.65
studio,renting,furnished,"Strada Matei Basarab 50, Sector 3, București",1,1,33.3,"['pet-friendly', 'elevator', 'heating', 'wifi', 'pool', 'dishwasher-washing']",[],"Studio in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located studio in Strada Matei Basarab 50, Sector 3, București.",247.45
studio,renting,unfurnished,"Strada Progresului 60, Sector 5, București",1,1,28.9,"['pool', 'heating', 'gym']",[],"Studio in Strada Progresului 60, Sector 5, București","Spacious and well-located studio in Strada Progresului 60, Sector 5, București.",200.87
apartment,renting,partially-furnished,"Strada Băneasa 12, Sector 1, București",2,1,77.2,"['air-conditioning', 'balcony', 'wifi']",[],"Apartment in Strada Băneasa 12, Sector 1, București","Spacious and well-located apartment in Strada Băneasa 12, Sector 1, București.",900.39
